Evidenz_ID;Quellbereich;Relativer_Pfad;Dateiname;Erweiterung;Groesse_Byte;Aenderungszeit_UTC;Attribute;SHA256;Signatur;Partnerdatei;Kategorie;Moegliche_Relevanz;Pruefergebnis;Offene_Frage
SRC-DAT-0011;EDW3DAT;DRAUF.IDX;DRAUF.IDX;IDX;2051072;2026-08-04T08:25:40.283200Z;Archive;66c40ea60e0b0f536a878806e03e8cc382bc3674fd3ba9dd2177b4e99e23326f;unbekanntes Binaerformat;DRAUF.DAT;Index;"Partnerindex zu einem Datenbestand; nicht geoeffnet oder repariert.";"Metadaten, SHA-256 und Header erfasst; keine Datensaetze exportiert, kein Index geoeffnet oder repariert.";Welche fachliche Bedeutung, Schluessel und Aufbewahrungsregeln gelten?
SRC-DAT-0012;EDW3DAT;EDW_SD00.TXT;EDW_SD00.TXT;TXT;88;2026-08-03T09:39:27.214094Z;Archive;b70bb032052854a3e9592c85a3bf0f4feef167fd210d16fbc636578bf6189367;Text/ASCII- oder ANSI-nah;;Konfiguration;"Betriebs-, Funktions- oder Drucksteuerung; Werte werden nicht offengelegt.";"Metadaten, SHA-256 und Header statisch erfasst; nicht ausgefuehrt.";"Welche Schluessel sind produktiv relevant; welche Werte duerfen spaeter migriert werden?"
SRC-DAT-0013;EDW3DAT;Edw_sd01.txt;Edw_sd01.txt;TXT;3365;2026-08-03T09:39:27.231903Z;Archive;ac4f77e0d67ae8bcda38e1c57eb08118c046c14b37affece92748c5ce49af41a;Text/ASCII- oder ANSI-nah;;Konfiguration;"Betriebs-, Funktions- oder Drucksteuerung; Werte werden nicht offengelegt.";"Metadaten, SHA-256 und Header statisch erfasst; nicht ausgefuehrt.";"Welche Schluessel sind produktiv relevant; welche Werte duerfen spaeter migriert werden?"
SRC-DAT-0014;EDW3DAT;EDW_SD02.TXT;EDW_SD02.TXT;TXT;130;2026-08-03T09:39:27.214094Z;Archive;2c95be8974e6685ec8b75e591eef8fe088964f02efcea3623ec1d048db64adf0;Text/ASCII- oder ANSI-nah;;Konfiguration;"Betriebs-, Funktions- oder Drucksteuerung; Werte werden nicht offengelegt.";"Metadaten, SHA-256 und Header statisch erfasst; nicht ausgefuehrt.";"Welche Schluessel sind produktiv relevant; welche Werte duerfen spaeter migriert werden?"
SRC-DAT-0015;EDW3DAT;Edw_sd06.txt;Edw_sd06.txt;TXT;1146;2026-07-28T12:34:44.975592Z;Archive;b486655b49eeafdb722476a9e3f7f517c7da18aae85b5bb9266250edbef8da28;Text/ASCII- oder ANSI-nah;;Konfiguration;"Betriebs-, Funktions- oder Drucksteuerung; Werte werden nicht offengelegt.";"Metadaten, SHA-256 und Header statisch erfasst; nicht ausgefuehrt.";"Welche Schluessel sind produktiv relevant; welche Werte duerfen spaeter migriert werden?"
SRC-DAT-0016;EDW3DAT;EDW_SD07.TXT;EDW_SD07.TXT;TXT;1057;2005-03-09T09:02:42Z;Archive;13647d2731da255e8620c496dfe79d30f8359835aaba5e415b0bc9485995fb67;Text/ASCII- oder ANSI-nah;;Konfiguration;"Betriebs-, Funktions- oder Drucksteuerung; Werte werden nicht offengelegt.";"Metadaten, SHA-256 und Header statisch erfasst; nicht ausgefuehrt.";"Welche Schluessel sind produktiv relevant; welche Werte duerfen spaeter migriert werden?"
SRC-DAT-0017;EDW3DAT;EDW_SD08.TXT;EDW_SD08.TXT;TXT;407;1998-03-18T10:31:28Z;Archive;bb9df5d3c1c708a6fb7c5a24bd1896e2f4703cc9b76127b334c9da4fb24f850a;Text/ASCII- oder ANSI-nah;;Konfiguration;"Betriebs-, Funktions- oder Drucksteuerung; Werte werden nicht offengelegt.";"Metadaten, SHA-256 und Header statisch erfasst; nicht ausgefuehrt.";"Welche Schluessel sind produktiv relevant; welche Werte duerfen spaeter migriert werden?"
SRC-DAT-0018;EDW3DAT;Edw_sd09.txt;Edw_sd09.txt;TXT;2305;2025-08-01T06:00:11.674471Z;Archive;e690c514061d62231d4c9f36c57ef8478477aef8e22d34e68a4bd5a93c0e92fe;Text/ASCII- oder ANSI-nah;;Konfiguration;"Betriebs-, Funktions- oder Drucksteuerung; Werte werden nicht offengelegt.";"Metadaten, SHA-256 und Header statisch erfasst; nicht ausgefuehrt.";"Welche Schluessel sind produktiv relevant; welche Werte duerfen spaeter migriert werden?"
SRC-DAT-0019;EDW3DAT;EDW_SD40.TXT;EDW_SD40.TXT;TXT;1328;2000-03-29T12:07:04Z;Archive;e452272bcbecb2e45aa75c571c412af2d05eaa2bb32c51ecffa2af13f36bbb46;Text/ASCII- oder ANSI-nah;;Konfiguration;"Betriebs-, Funktions- oder Drucksteuerung; Werte werden nicht offengelegt.";"Metadaten, SHA-256 und Header statisch erfasst; nicht ausgefuehrt.";"Welche Schluessel sind produktiv relevant; welche Werte duerfen spaeter migriert werden?"
SRC-DAT-0020;EDW3DAT;EDW_SD4A.TXT;EDW_SD4A.TXT;TXT;745;2010-08-18T06:43:56.703125Z;Archive;bf5788aa56da71666537d262b82a7c0bc57c03ee1def03c62e0f6441186a4580;Text/ASCII- oder ANSI-nah;;Konfiguration;"Betriebs-, Funktions- oder Drucksteuerung; Werte werden nicht offengelegt.";"Metadaten, SHA-256 und Header statisch erfasst; nicht ausgefuehrt.";"Welche Schluessel sind produktiv relevant; welche Werte duerfen spaeter migriert werden?"
SRC-DAT-0021;EDW3DAT;EDW_SD4B.TXT;EDW_SD4B.TXT;TXT;679;2010-08-18T06:43:56.687500Z;Archive;29f7b34c9dd9df8a52df7f5878ae641f7c28383dbb451f08289b3a462b8a241c;Text/ASCII- oder ANSI-nah;;Konfiguration;"Betriebs-, Funktions- oder Drucksteuerung; Werte werden nicht offengelegt.";"Metadaten, SHA-256 und Header statisch erfasst; nicht ausgefuehrt.";"Welche Schluessel sind produktiv relevant; welche Werte duerfen spaeter migriert werden?"
SRC-DAT-0022;EDW3DAT;EDWFRM01.dot;EDWFRM01.dot;DOT;51712;2014-11-05T14:33:26.538000Z;Archive;2dda893be6b7d55004f27494676c13c7bf00bc8603cd3d3739359fe5af0ed440;OLE-Compound-Document;;Vorlage;"Dokument- oder Formularvorlage; nur statisch untersucht.";"Metadaten, SHA-256 und Header statisch erfasst; nicht ausgefuehrt.";Welcher Ausloeser und welche aktuelle Dokumentvariante gelten?
SRC-DAT-0023;EDW3DAT;EDWFRM02.DOT;EDWFRM02.DOT;DOT;49664;2014-11-05T14:33:51.935000Z;Archive;ba7a328d32b9521a26f969eb33b46fe7188ba8bcb68dde4f533519a0ab5859f2;OLE-Compound-Document;;Vorlage;"Dokument- oder Formularvorlage; nur statisch untersucht.";"Metadaten, SHA-256 und Header statisch erfasst; nicht ausgefuehrt.";Welcher Ausloeser und welche aktuelle Dokumentvariante gelten?
SRC-DAT-0024;EDW3DAT;EDWFRM03.DOT;EDWFRM03.DOT;DOT;50176;2025-02-28T07:31:42.671000Z;Archive;e69427774831d6ba3115dd586d68d8d1c6bb38e65d1707d56064086848e9c2a9;OLE-Compound-Document;;Vorlage;"Dokument- oder Formularvorlage; nur statisch untersucht.";"Metadaten, SHA-256 und Header statisch erfasst; nicht ausgefuehrt.";Welcher Ausloeser und welche aktuelle Dokumentvariante gelten?
SRC-DAT-0025;EDW3DAT;EDWFRM04.DOT;EDWFRM04.DOT;DOT;48640;2014-11-05T14:34:22.536000Z;Archive;bbfad1bba0e78b13243f3f96ee4ed6379a7c67eadd1fcd2d718cc5e21c080aff;OLE-Compound-Document;;Vorlage;"Dokument- oder Formularvorlage; nur statisch untersucht.";"Metadaten, SHA-256 und Header statisch erfasst; nicht ausgefuehrt.";Welcher Ausloeser und welche aktuelle Dokumentvariante gelten?
SRC-DAT-0026;EDW3DAT;EDWFRM05.DOT;EDWFRM05.DOT;DOT;55296;2014-11-05T14:35:54.426000Z;Archive;7ccbcb8561028297e4aba031d5e531227182c5e87fbaf82e12758c782c0c9501;OLE-Compound-Document;;Vorlage;"Dokument- oder Formularvorlage; nur statisch untersucht.";"Metadaten, SHA-256 und Header statisch erfasst; nicht ausgefuehrt.";Welcher Ausloeser und welche aktuelle Dokumentvariante gelten?
SRC-DAT-0027;EDW3DAT;EDWFRM06.DOT;EDWFRM06.DOT;DOT;36864;2017-08-21T08:56:07.091000Z;Archive;cae103ce96460b385b123f830f30dd0dca45b8a500267ecbcd8793026d3af7a5;OLE-Compound-Document;;Vorlage;"Dokument- oder Formularvorlage; nur statisch untersucht.";"Metadaten, SHA-256 und Header statisch erfasst; nicht ausgefuehrt.";Welcher Ausloeser und welche aktuelle Dokumentvariante gelten?
SRC-DAT-0028;EDW3DAT;EDWFRM08.DOT;EDWFRM08.DOT;DOT;23040;2010-08-18T13:44:15.618000Z;Archive;192ac1f2c810685d394c707d507c04596783247e1b3cb5dddd338b5c862e53ef;OLE-Compound-Document;;Vorlage;"Dokument- oder Formularvorlage; nur statisch untersucht.";"Metadaten, SHA-256 und Header statisch erfasst; nicht ausgefuehrt.";Welcher Ausloeser und welche aktuelle Dokumentvariante gelten?
SRC-DAT-0029;EDW3DAT;EDWFRM11.DOT;EDWFRM11.DOT;DOT;51712;2014-11-05T14:36:46.206000Z;Archive;cf7dc389eef676f1de76599c6d63955e6481b324b082ae519dc3a8d0fabd9de5;OLE-Compound-Document;;Vorlage;"Dokument- oder Formularvorlage; nur statisch untersucht.";"Metadaten, SHA-256 und Header statisch erfasst; nicht ausgefuehrt.";Welcher Ausloeser und welche aktuelle Dokumentvariante gelten?
SRC-DAT-0030;EDW3DAT;EDWFRM20.DOT;EDWFRM20.DOT;DOT;50688;2014-11-05T14:37:12.689000Z;Archive;d9c38f2b2b9cbe1fe54cd187ff6da577a443b639433803f5836b1865f880e797;OLE-Compound-Document;;Vorlage;"Dokument- oder Formularvorlage; nur statisch untersucht.";"Metadaten, SHA-256 und Header statisch erfasst; nicht ausgefuehrt.";Welcher Ausloeser und welche aktuelle Dokumentvariante gelten?
SRC-DAT-0031;EDW3DAT;EDWFRM27.DOT;EDWFRM27.DOT;DOT;75264;2010-08-18T13:57:48.229000Z;Archive;ee842e8f0ce7a10befd9938ceaacf083a2559c35acf1d775d5a6dc00512e57f7;OLE-Compound-Document;;Vorlage;"Dokument- oder Formularvorlage; nur statisch untersucht.";"Metadaten, SHA-256 und Header statisch erfasst; nicht ausgefuehrt.";Welcher Ausloeser und welche aktuelle Dokumentvariante gelten?
SRC-DAT-0032;EDW3DAT;EDWFRM28.DOT;EDWFRM28.DOT;DOT;31232;2010-08-18T13:59:15.134000Z;Archive;7f6848ddb6d9553369cc77c9bf7b9e062f4c1279589915ea18236a314ffc091f;OLE-Compound-Document;;Vorlage;"Dokument- oder Formularvorlage; nur statisch untersucht.";"Metadaten, SHA-256 und Header statisch erfasst; nicht ausgefuehrt.";Welcher Ausloeser und welche aktuelle Dokumentvariante gelten?
SRC-DAT-0033;EDW3DAT;EDWFRM30.DOT;EDWFRM30.DOT;DOT;50176;2025-02-28T07:33:05.549000Z;Archive;109a9637fa58b1b93da956f668d4151ecaadec755f61edffd77b2c4bc989005c;OLE-Compound-Document;;Vorlage;"Dokument- oder Formularvorlage; nur statisch untersucht.";"Metadaten, SHA-256 und Header statisch erfasst; nicht ausgefuehrt.";Welcher Ausloeser und welche aktuelle Dokumentvariante gelten?
SRC-DAT-0034;EDW3DAT;EDWFRM30.DOT.docx;EDWFRM30.DOT.docx;DOCX;29578;2024-02-26T09:11:58.540389Z;Archive;f4895bd23e44da080f6ca5ba425eacc567a742a4dbfe65c2396090cb57428b2a;ZIP/OOXML/JAR-Container;;Vorlage;"Dokument- oder Formularvorlage; nur statisch untersucht.";"Metadaten, SHA-256 und Header statisch erfasst; nicht ausgefuehrt.";Welcher Ausloeser und welche aktuelle Dokumentvariante gelten?
SRC-DAT-0035;EDW3DAT;EDWFRM30.DOT.sic;EDWFRM30.DOT.sic;SIC;50176;2024-06-10T09:49:49.273000Z;Archive;f0204e7d736f1ba5c3ed85ef68f5f4d8d849e0ced252497c640c10b418e92004;OLE-Compound-Document;;Vorlage;"Dokument- oder Formularvorlage; nur statisch untersucht.";"Metadaten, SHA-256 und Header statisch erfasst; nicht ausgefuehrt.";Welcher Ausloeser und welche aktuelle Dokumentvariante gelten?
SRC-DAT-0036;EDW3DAT;EDWFRM31.DOT;EDWFRM31.DOT;DOT;46080;2010-08-18T14:40:00.835000Z;Archive;dcb49264dd3de538573344eee2e5d77b6719c8014927662d4d4044c193ef36b7;OLE-Compound-Document;;Vorlage;"Dokument- oder Formularvorlage; nur statisch untersucht.";"Metadaten, SHA-256 und Header statisch erfasst; nicht ausgefuehrt.";Welcher Ausloeser und welche aktuelle Dokumentvariante gelten?
SRC-DAT-0037;EDW3DAT;EDWFRM80.DOT;EDWFRM80.DOT;DOT;46080;2014-11-05T14:38:17.820000Z;Archive;5708f2f462af93e823edbd6268d7e05014a62cc9d2334dc65a7f1ce23baa6695;OLE-Compound-Document;;Vorlage;"Dokument- oder Formularvorlage; nur statisch untersucht.";"Metadaten, SHA-256 und Header statisch erfasst; nicht ausgefuehrt.";Welcher Ausloeser und welche aktuelle Dokumentvariante gelten?
SRC-DAT-0038;EDW3DAT;EDWFRM81.DOT;EDWFRM81.DOT;DOT;48128;2014-11-05T14:38:41.485000Z;Archive;0fda4c2426f9aaec51377b23a39a7dd9699fb3710cbb1cbe00ffb24af0adac18;OLE-Compound-Document;;Vorlage;"Dokument- oder Formularvorlage; nur statisch untersucht.";"Metadaten, SHA-256 und Header statisch erfasst; nicht ausgefuehrt.";Welcher Ausloeser und welche aktuelle Dokumentvariante gelten?
SRC-DAT-0039;EDW3DAT;EDWFRM82.DOT;EDWFRM82.DOT;DOT;47616;2014-11-05T14:39:03.672000Z;Archive;43c73d592045cf40c1f0a3269966c8598c0d14ccc14d78ba43384d865de42546;OLE-Compound-Document;;Vorlage;"Dokument- oder Formularvorlage; nur statisch untersucht.";"Metadaten, SHA-256 und Header statisch erfasst; nicht ausgefuehrt.";Welcher Ausloeser und welche aktuelle Dokumentvariante gelten?
SRC-DAT-0040;EDW3DAT;EDWFRM83.DOT;EDWFRM83.DOT;DOT;45568;2010-08-18T14:48:15.569000Z;Archive;ac5e0e487b9d498197dda77a6074bf2d410828b4f4b0b86cb97a31bd7aec2ee7;OLE-Compound-Document;;Vorlage;"Dokument- oder Formularvorlage; nur statisch untersucht.";"Metadaten, SHA-256 und Header statisch erfasst; nicht ausgefuehrt.";Welcher Ausloeser und welche aktuelle Dokumentvariante gelten?
SRC-DAT-0041;EDW3DAT;EDWFRM85.DOT;EDWFRM85.DOT;DOT;45568;2010-08-18T14:49:01.846000Z;Archive;1c2731d9d87e02b52c7434ea1cc76c540b297a78c70feaa7dfecc1067240eead;OLE-Compound-Document;;Vorlage;"Dokument- oder Formularvorlage; nur statisch untersucht.";"Metadaten, SHA-256 und Header statisch erfasst; nicht ausgefuehrt.";Welcher Ausloeser und welche aktuelle Dokumentvariante gelten?
SRC-DAT-0042;EDW3DAT;EDWFRM86.DOT;EDWFRM86.DOT;DOT;45568;2010-08-18T14:49:40.091000Z;Archive;121aebb5361251b24ceb68fe839dbd48a211ab61546393af25952d79952a5473;OLE-Compound-Document;;Vorlage;"Dokument- oder Formularvorlage; nur statisch untersucht.";"Metadaten, SHA-256 und Header statisch erfasst; nicht ausgefuehrt.";Welcher Ausloeser und welche aktuelle Dokumentvariante gelten?
SRC-DAT-0043;EDW3DAT;EDWFRM88.DOT;EDWFRM88.DOT;DOT;46592;2014-11-05T14:39:55.504000Z;Archive;652eedf9ecbab7ce1488405376b5e2bb714c8a7d43c734b3adca56deddacfee3;OLE-Compound-Document;;Vorlage;"Dokument- oder Formularvorlage; nur statisch untersucht.";"Metadaten, SHA-256 und Header statisch erfasst; nicht ausgefuehrt.";Welcher Ausloeser und welche aktuelle Dokumentvariante gelten?
SRC-DAT-0044;EDW3DAT;EDWFRM89.DOT;EDWFRM89.DOT;DOT;47104;2014-11-05T14:40:24.155000Z;Archive;2021fcaa6343cf6172e4b9bb724f7b180775380459bba1e2dc7d85c9ce5357ec;OLE-Compound-Document;;Vorlage;"Dokument- oder Formularvorlage; nur statisch untersucht.";"Metadaten, SHA-256 und Header statisch erfasst; nicht ausgefuehrt.";Welcher Ausloeser und welche aktuelle Dokumentvariante gelten?
SRC-DAT-0045;EDW3DAT;EDWFRM90.DOT;EDWFRM90.DOT;DOT;47616;2014-11-05T14:40:46.839000Z;Archive;e840e26e68c9bed312733cc9f1f66d936d241e08b3c0705ca8261778c1204e37;OLE-Compound-Document;;Vorlage;"Dokument- oder Formularvorlage; nur statisch untersucht.";"Metadaten, SHA-256 und Header statisch erfasst; nicht ausgefuehrt.";Welcher Ausloeser und welche aktuelle Dokumentvariante gelten?
SRC-DAT-0046;EDW3DAT;EDWFRM90.SIK.DOT;EDWFRM90.SIK.DOT;DOT;46080;2010-08-18T15:01:19.376000Z;Archive;54cfe7db71f601a290675898420b33167c2895fce35343ea6d0ec144f9fbb9f4;OLE-Compound-Document;;Vorlage;"Dokument- oder Formularvorlage; nur statisch untersucht.";"Metadaten, SHA-256 und Header statisch erfasst; nicht ausgefuehrt.";Welcher Ausloeser und welche aktuelle Dokumentvariante gelten?
SRC-DAT-0047;EDW3DAT;form.dat;form.dat;DAT;128;2007-07-24T08:25:33.468750Z;Archive;3d4180adc6f7172a66123c28fa22dcb53e16232d93504dc4eeaec356935d4a71;unbekanntes Binaerformat;form.idx;Daten;"Moeglicher fachlicher Datenbestand; Inhalte wurden nicht exportiert.";"Metadaten, SHA-256 und Header erfasst; keine Datensaetze exportiert, kein Index geoeffnet oder repariert.";Welche fachliche Bedeutung, Schluessel und Aufbewahrungsregeln gelten?
SRC-DAT-0048;EDW3DAT;form.idx;form.idx;IDX;3072;2007-07-24T08:25:33.468750Z;Archive;2ced3d9948f487caaec530a3f0c0bb566f548eece8bf7fd97d60d963e9d288a1;unbekanntes Binaerformat;form.dat;Index;"Partnerindex zu einem Datenbestand; nicht geoeffnet oder repariert.";"Metadaten, SHA-256 und Header erfasst; keine Datensaetze exportiert, kein Index geoeffnet oder repariert.";Welche fachliche Bedeutung, Schluessel und Aufbewahrungsregeln gelten?
SRC-DAT-0049;EDW3DAT;gesicherte Vorlagen\20070508\EDWFRM01.DOT;EDWFRM01.DOT;DOT;46592;2007-05-08T08:44:58.858000Z;Archive;93ae1bc118bd2c7964092b775498c84e4dd46397aee44dfd151eb02f16f674f8;OLE-Compound-Document;;Vorlage;"Dokument- oder Formularvorlage; nur statisch untersucht.";"Metadaten, SHA-256 und Header statisch erfasst; nicht ausgefuehrt.";Welcher Ausloeser und welche aktuelle Dokumentvariante gelten?
SRC-DAT-0050;EDW3DAT;gesicherte Vorlagen\20070508\EDWFRM02.DOT;EDWFRM02.DOT;DOT;51712;2007-05-08T08:45:22.704000Z;Archive;307a3eb319855b0c89a30d31ea8d143388be31a10d68e759ad912c254baac727;OLE-Compound-Document;;Vorlage;"Dokument- oder Formularvorlage; nur statisch untersucht.";"Metadaten, SHA-256 und Header statisch erfasst; nicht ausgefuehrt.";Welcher Ausloeser und welche aktuelle Dokumentvariante gelten?
SRC-DAT-0051;EDW3DAT;gesicherte Vorlagen\20070508\EDWFRM03.DOT;EDWFRM03.DOT;DOT;51712;2007-05-08T08:45:54.999000Z;Archive;fc16187b7b96e47c44b33fedb03fa8899b338318ad608766ea16cb18af2dff71;OLE-Compound-Document;;Vorlage;"Dokument- oder Formularvorlage; nur statisch untersucht.";"Metadaten, SHA-256 und Header statisch erfasst; nicht ausgefuehrt.";Welcher Ausloeser und welche aktuelle Dokumentvariante gelten?
SRC-DAT-0052;EDW3DAT;gesicherte Vorlagen\20070508\EDWFRM04.DOT;EDWFRM04.DOT;DOT;44544;2007-05-08T08:46:30.145000Z;Archive;3181d991f8bc5fed5ab8667ce18f3772f05fe4b6a8d32783d0cb36efc6c830d9;OLE-Compound-Document;;Vorlage;"Dokument- oder Formularvorlage; nur statisch untersucht.";"Metadaten, SHA-256 und Header statisch erfasst; nicht ausgefuehrt.";Welcher Ausloeser und welche aktuelle Dokumentvariante gelten?
SRC-DAT-0053;EDW3DAT;gesicherte Vorlagen\20070508\EDWFRM05.DOT;EDWFRM05.DOT;DOT;49664;2007-05-08T08:46:53.056000Z;Archive;3ca98a657406048ee482366608bf1e662075f37acd9a87fa5138a080ddfb33c4;OLE-Compound-Document;;Vorlage;"Dokument- oder Formularvorlage; nur statisch untersucht.";"Metadaten, SHA-256 und Header statisch erfasst; nicht ausgefuehrt.";Welcher Ausloeser und welche aktuelle Dokumentvariante gelten?
SRC-DAT-0054;EDW3DAT;gesicherte Vorlagen\20070508\EDWFRM06.DOT;EDWFRM06.DOT;DOT;26112;2001-04-19T12:54:30Z;Archive;38cd8aaa73252f77ad878eae999fd1185bb3f1198a513b7d15139c5167d853c1;OLE-Compound-Document;;Vorlage;"Dokument- oder Formularvorlage; nur statisch untersucht.";"Metadaten, SHA-256 und Header statisch erfasst; nicht ausgefuehrt.";Welcher Ausloeser und welche aktuelle Dokumentvariante gelten?
SRC-DAT-0055;EDW3DAT;gesicherte Vorlagen\20070508\EDWFRM08.DOT;EDWFRM08.DOT;DOT;35840;2001-03-20T09:55:34Z;Archive;0a4628aa77d05e932cff2ee08074bc5d47693e332e3823a1de1879d6f319daad;OLE-Compound-Document;;Vorlage;"Dokument- oder Formularvorlage; nur statisch untersucht.";"Metadaten, SHA-256 und Header statisch erfasst; nicht ausgefuehrt.";Welcher Ausloeser und welche aktuelle Dokumentvariante gelten?
SRC-DAT-0056;EDW3DAT;gesicherte Vorlagen\20070508\EDWFRM11.DOT;EDWFRM11.DOT;DOT;46080;2007-05-08T08:47:37.835000Z;Archive;054b1c26ae4b910ef77827a79963e14428c1b718ba7fd5eac422ca8e5cf3d409;OLE-Compound-Document;;Vorlage;"Dokument- oder Formularvorlage; nur statisch untersucht.";"Metadaten, SHA-256 und Header statisch erfasst; nicht ausgefuehrt.";Welcher Ausloeser und welche aktuelle Dokumentvariante gelten?
SRC-DAT-0057;EDW3DAT;gesicherte Vorlagen\20070508\EDWFRM20.DOT;EDWFRM20.DOT;DOT;49664;2007-05-08T08:47:59.468000Z;Archive;73b99d24ce2d83b36e6321e8d3e85417213311db65eba6fe084ad7de520f9b1d;OLE-Compound-Document;;Vorlage;"Dokument- oder Formularvorlage; nur statisch untersucht.";"Metadaten, SHA-256 und Header statisch erfasst; nicht ausgefuehrt.";Welcher Ausloeser und welche aktuelle Dokumentvariante gelten?
